BHK,SqftArea,Bathrooms,Balconies,CityTier,LocationType,Furnishing,PropertyAge,PowerBackup,SalePrice_INR,PricePerSqft
3,1309.332647578679,2,2,Tier 1 (Metro),Tech Park,Fully Furnished,7,Yes,23536445.413451783,17975.909679619792
1,673.8851351853332,2,0,Tier 1 (Metro),City Center,Fully Furnished,22,Yes,12824908.101259615,19031.296925302388
3,1403.6271701646265,4,3,Tier 3,City Center,Semi-Furnished,9,No,9955412.477210272,7092.633064407436
2,1366.5114086958404,1,0,Tier 3,City Center,Unfurnished,24,Yes,7309083.326587217,5348.717383605892
4,2325.6607048473065,3,2,Tier 3,City Center,Fully Furnished,17,Yes,16524003.411936482,7105.07916201877
2,1096.4133454670773,2,0,Tier 2,Tech Park,Unfurnished,14,Yes,8750928.926949393,7981.414092712868
2,1073.746629463504,2,1,Tier 3,Tech Park,Semi-Furnished,4,Yes,6814953.6349771535,6346.891760100086
1,539.3797298216251,2,1,Tier 3,Tech Park,Semi-Furnished,21,No,1855282.5963865304,3439.659471445246
2,614.4654841308779,2,0,Tier 3,City Center,Unfurnished,12,No,4594212.973014897,7476.763287222091
3,1416.334981754773,2,3,Tier 2,City Center,Semi-Furnished,17,Yes,14489547.00845955,10230.310763423831
1,584.5157971184321,2,0,Tier 1 (Metro),Outskirts,Fully Furnished,1,No,6269872.5110141635,10726.609172795013
3,1485.3308449577682,2,0,Tier 3,Outskirts,Unfurnished,12,Yes,6001506.489469043,4040.5183194318442
2,718.962030639285,2,3,Tier 1 (Metro),City Center,Semi-Furnished,13,No,14105611.932504272,19619.41150071844
3,1484.278664826759,2,3,Tier 2,Outskirts,Semi-Furnished,9,Yes,8841245.33128049,5956.593960954371
2,1340.8211032510983,1,3,Tier 1 (Metro),Suburbs,Unfurnished,3,Yes,17685019.660504915,13189.693701586233
2,1249.378343106944,1,1,Tier 2,Suburbs,Fully Furnished,14,Yes,7712138.303890921,6172.780524362571
3,1481.3987971901906,4,0,Tier 1 (Metro),City Center,Unfurnished,7,No,29668471.841639806,20027.33625672763
2,1190.2898554116173,1,2,Tier 1 (Metro),Tech Park,Semi-Furnished,14,Yes,19371721.519797422,16274.793430965128
2,926.6985959263897,1,3,Tier 3,Suburbs,Semi-Furnished,13,No,3312648.1679631323,3574.6770120565343
4,1318.4513652693124,3,3,Tier 1 (Metro),Suburbs,Unfurnished,20,Yes,16721441.37462967,12682.63799113597
4,1630.213604748178,2,0,Tier 2,Tech Park,Fully Furnished,8,No,15616123.008243456,9579.188250398454
2,1312.5777537016395,2,2,Tier 1 (Metro),Outskirts,Fully Furnished,19,Yes,13175142.67396747,10037.609304905449
2,945.2013836341391,2,0,Tier 1 (Metro),Tech Park,Fully Furnished,2,No,17950755.494992096,18991.46129682384
3,1426.9848061874945,4,0,Tier 1 (Metro),Outskirts,Unfurnished,14,Yes,14912520.185255943,10450.370684112635
2,940.0323607450239,1,3,Tier 2,Outskirts,Fully Furnished,23,Yes,4219678.841060725,4488.865508541017
1,690.4136589573006,2,3,Tier 1 (Metro),Tech Park,Fully Furnished,16,No,11483985.171117406,16633.48490014107
2,1325.1917830724126,1,1,Tier 3,Outskirts,Fully Furnished,24,No,3519856.5848259684,2656.1110850425734
3,2165.6340700344404,4,2,Tier 1 (Metro),Suburbs,Fully Furnished,15,Yes,29065261.988997757,13421.132587065149
3,1452.2864368799846,4,2,Tier 1 (Metro),City Center,Semi-Furnished,3,Yes,29446743.32250918,20276.12637199243
1,529.5624488747095,2,3,Tier 1 (Metro),Outskirts,Unfurnished,10,Yes,5359890.105137568,10121.356067687642
2,696.6714901158418,1,3,Tier 1 (Metro),Suburbs,Unfurnished,24,Yes,8345954.000938903,11979.75533569078
2,1295.3868852236549,2,3,Tier 2,Tech Park,Fully Furnished,7,Yes,11695711.189834014,9028.739848492978
3,1149.6661346196197,3,2,Tier 3,Outskirts,Unfurnished,2,Yes,6289633.22655953,5470.8345641933065
1,521.6775563762629,1,1,Tier 2,Suburbs,Unfurnished,18,Yes,2386826.0864965487,4575.289960864325
2,780.5394944734312,2,2,Tier 1 (Metro),Outskirts,Semi-Furnished,13,No,7938097.248891323,10170.013567662627
3,1323.3399519783911,2,3,Tier 1 (Metro),Tech Park,Unfurnished,8,No,21754559.459845096,16439.131477381958
2,832.54751379006,1,3,Tier 1 (Metro),City Center,Semi-Furnished,2,Yes,16406634.728780756,19706.544620008255
3,1317.6374217972548,3,1,Tier 3,Outskirts,Unfurnished,3,Yes,6124970.4467816055,4648.449069112775
2,892.1754593702043,2,0,Tier 1 (Metro),City Center,Semi-Furnished,24,Yes,16823155.925507333,18856.331172102593
1,445.1731205074923,2,0,Tier 2,Outskirts,Semi-Furnished,3,Yes,2967588.820461239,6666.145559458356
2,1166.6667823560615,2,2,Tier 1 (Metro),Outskirts,Unfurnished,10,Yes,12472548.03487962,10690.75439834804
3,1168.541162081244,4,0,Tier 1 (Metro),Tech Park,Semi-Furnished,18,Yes,20556261.870947376,17591.38876574566
4,2088.216570805547,3,0,Tier 1 (Metro),Outskirts,Semi-Furnished,15,Yes,20922859.725448005,10019.487450660752
3,1865.3877456916675,3,2,Tier 1 (Metro),Suburbs,Unfurnished,22,Yes,23532771.154672597,12615.485015929959
2,897.3607270973208,2,3,Tier 2,Suburbs,Semi-Furnished,21,No,6322628.92944563,7045.805258156708
3,1284.6243327757193,4,0,Tier 1 (Metro),City Center,Semi-Furnished,16,No,24565424.238144886,19122.65213369092
2,953.8950749639498,1,3,Tier 2,City Center,Semi-Furnished,9,Yes,9849190.6441331,10325.234821560774
2,1235.945041672142,2,2,Tier 1 (Metro),Suburbs,Semi-Furnished,23,Yes,15087940.744540107,12207.614607302636
4,2077.6430523813433,4,3,Tier 3,City Center,Semi-Furnished,16,No,14419306.459747316,6940.223174149314
1,446.8785705392402,2,3,Tier 1 (Metro),City Center,Fully Furnished,15,Yes,9712610.020769944,21734.33827683864
1,548.387665118804,2,2,Tier 3,Suburbs,Semi-Furnished,19,No,1400432.1161195321,2553.7265062592887
2,779.5415700327153,1,3,Tier 3,Suburbs,Semi-Furnished,21,No,3177622.415984448,4076.27064179668
1,568.1359510442948,2,0,Tier 3,Suburbs,Semi-Furnished,5,No,4183145.50131316,7362.930463428851
2,1081.7214615403536,1,0,Tier 1 (Metro),Tech Park,Semi-Furnished,6,Yes,18911111.118702862,17482.422038455028
3,1407.6574586583347,3,0,Tier 2,Tech Park,Unfurnished,13,Yes,12472172.521282101,8860.232611682084
2,832.2828403105539,2,0,Tier 1 (Metro),Suburbs,Fully Furnished,10,No,11508315.118780287,13827.408858370949
4,1645.3276310866172,3,3,Tier 1 (Metro),Outskirts,Unfurnished,11,Yes,17234576.195952643,10474.859760648693
3,1660.4452009037732,2,0,Tier 1 (Metro),Suburbs,Fully Furnished,13,Yes,22567227.46494304,13591.070306120188
2,1245.7961004978124,2,3,Tier 1 (Metro),Tech Park,Semi-Furnished,4,Yes,22342654.59591875,17934.439341229885
2,872.538450594241,1,1,Tier 3,City Center,Semi-Furnished,4,Yes,7337568.671443909,8409.450227032023
2,1091.677340710297,2,3,Tier 1 (Metro),Outskirts,Fully Furnished,19,No,10679647.644600306,9782.787684913952
3,873.8918944193795,2,0,Tier 2,Outskirts,Fully Furnished,21,Yes,5799324.94775367,6636.204071450721
2,883.0764538685601,2,1,Tier 2,City Center,Unfurnished,22,No,7912711.805597855,8960.392694125223
3,1490.6823201387294,2,2,Tier 2,Outskirts,Fully Furnished,14,No,8631497.312214233,5790.2996470843955
2,818.0633166036332,2,3,Tier 2,City Center,Semi-Furnished,0,Yes,9204556.583571833,11251.643236842034
3,1219.0480875631213,2,0,Tier 1 (Metro),Tech Park,Unfurnished,24,Yes,19303617.01453077,15834.992246383592
2,866.4440887062228,1,0,Tier 2,Outskirts,Fully Furnished,23,No,3392807.7218329837,3915.7837950041708
2,1058.4385456652747,2,0,Tier 1 (Metro),Outskirts,Fully Furnished,22,Yes,10897444.40073103,10295.77432280824
4,1925.0683926374502,4,2,Tier 3,City Center,Unfurnished,8,No,12944526.25208002,6724.190320503524
3,828.5306300025085,4,1,Tier 2,City Center,Fully Furnished,2,No,10895194.497078078,13150.020171306269
2,575.8599694729868,2,1,Tier 3,Tech Park,Semi-Furnished,3,Yes,4253917.167347475,7387.068719571805
4,1757.2539288571297,3,0,Tier 1 (Metro),City Center,Unfurnished,15,No,34460284.22599217,19610.304270825676
2,1091.5373172107104,2,3,Tier 1 (Metro),City Center,Fully Furnished,6,Yes,22574934.4890661,20681.779846751895
4,900.9980629099061,4,0,Tier 1 (Metro),Tech Park,Semi-Furnished,21,Yes,16708037.80321589,18543.922002734187
3,1350.0809471545108,4,0,Tier 1 (Metro),Suburbs,Fully Furnished,13,No,19446739.128592018,14404.128263256222
2,894.7504286965158,1,3,Tier 1 (Metro),Suburbs,Unfurnished,15,No,11601913.064707505,12966.647114781856
1,638.8337778208447,2,0,Tier 2,City Center,Fully Furnished,17,Yes,6979913.359532159,10926.024267755005
2,922.9956376574273,2,2,Tier 1 (Metro),Tech Park,Fully Furnished,15,Yes,16270494.528927296,17627.921373736914
3,1614.8966954222788,4,0,Tier 2,Suburbs,Fully Furnished,15,Yes,11209983.63932137,6941.610364983796
3,1542.3771420262387,3,2,Tier 3,Tech Park,Semi-Furnished,1,Yes,10194099.611037754,6609.3430285446575
2,573.8867040385599,2,0,Tier 2,City Center,Semi-Furnished,9,Yes,5321556.07168907,9272.83387860387
2,1153.6414433263474,1,1,Tier 1 (Metro),City Center,Fully Furnished,6,Yes,22988944.145654965,19927.28700814517
3,1564.6189516368863,4,3,Tier 1 (Metro),Tech Park,Fully Furnished,24,Yes,26659469.79295173,17038.95364750689
5,2754.1343198372947,3,1,Tier 1 (Metro),Outskirts,Unfurnished,14,No,27240182.15806206,9890.65128808653
3,2677.871311930898,3,0,Tier 1 (Metro),City Center,Fully Furnished,8,Yes,52720019.29649941,19687.286338821585
2,583.1774121002823,1,0,Tier 2,City Center,Unfurnished,6,Yes,6394954.41863324,10965.710066859678
2,1344.9393299522217,1,2,Tier 1 (Metro),City Center,Semi-Furnished,23,No,24365579.807571277,18116.48991515242
1,471.25524805996446,2,0,Tier 3,City Center,Fully Furnished,15,No,2666617.088153495,5658.540884438456
4,2114.9315617612037,3,0,Tier 2,Tech Park,Unfurnished,2,No,18869849.347955678,8922.203294484792
2,990.8975509397516,1,0,Tier 2,Tech Park,Semi-Furnished,16,Yes,7579755.653943642,7649.3837801447
3,1372.7290999805869,3,1,Tier 1 (Metro),Tech Park,Unfurnished,22,Yes,22371454.626195002,16297.06445831984
2,886.0334143522482,1,2,Tier 1 (Metro),Tech Park,Semi-Furnished,7,Yes,16269431.465435538,18362.096961466876
3,1598.852620671903,3,1,Tier 2,Outskirts,Fully Furnished,1,Yes,10359584.140975475,6479.386534464919
3,1044.8478909984965,4,2,Tier 1 (Metro),Tech Park,Unfurnished,24,Yes,18064257.00539944,17288.886890642567
3,1725.1737502565297,4,1,Tier 1 (Metro),Tech Park,Fully Furnished,19,Yes,30449891.435137596,17650.333150854956
2,916.7611190229492,1,0,Tier 1 (Metro),City Center,Unfurnished,24,Yes,15999618.327390775,17452.330814861118
1,386.9930660959642,1,1,Tier 1 (Metro),Outskirts,Semi-Furnished,2,Yes,4272498.111441776,11040.244608368017
2,909.9974284008373,1,1,Tier 2,City Center,Unfurnished,7,Yes,8963699.774647439,9850.247368720136
4,2502.859686745029,3,2,Tier 1 (Metro),Outskirts,Unfurnished,1,Yes,26840973.444933094,10724.122325786388
4,1785.8659651935109,2,2,Tier 2,Suburbs,Fully Furnished,18,Yes,12370100.33804672,6926.667834619007
3,1607.5360854628861,4,1,Tier 1 (Metro),Outskirts,Fully Furnished,16,Yes,17524695.950345628,10901.587907620396
3,1280.713117285358,3,2,Tier 2,Outskirts,Fully Furnished,4,Yes,9367429.022352155,7314.228999393454
3,1727.376554977086,2,2,Tier 3,City Center,Semi-Furnished,19,Yes,10677246.504681215,6181.192209606464
2,1137.1015477580409,1,2,Tier 3,Outskirts,Fully Furnished,16,Yes,3973279.0991298286,3494.2165956626473
4,2739.4435333185647,3,3,Tier 1 (Metro),Outskirts,Unfurnished,9,Yes,28038614.14092505,10235.14951117063
2,964.8872109001569,1,2,Tier 1 (Metro),City Center,Semi-Furnished,8,Yes,19267558.979198728,19968.716303352958
2,1133.7309609515814,1,3,Tier 1 (Metro),Suburbs,Fully Furnished,21,No,13928606.248622928,12285.636300284279
3,1529.4202618616832,2,3,Tier 2,Suburbs,Unfurnished,5,Yes,10700431.347110305,6996.397009992028
1,629.5871781863015,1,2,Tier 2,Suburbs,Unfurnished,10,Yes,3742263.2927540992,5943.995402725187
2,856.2335224782539,2,1,Tier 2,Outskirts,Semi-Furnished,1,No,4770623.638674412,5571.638476459642
3,1723.5015938631843,4,2,Tier 1 (Metro),City Center,Unfurnished,22,Yes,33098476.438176055,19204.204136525732
1,480.5302703883318,1,0,Tier 2,Suburbs,Fully Furnished,11,Yes,3543835.527860395,7374.843472392507
3,1480.7435468674507,4,1,Tier 1 (Metro),Suburbs,Unfurnished,11,Yes,18617436.223944087,12573.032152211454
2,1018.3504968896746,1,3,Tier 2,Suburbs,Fully Furnished,15,No,6798167.49718332,6675.665714257334
2,1050.4480792853356,1,3,Tier 1 (Metro),Suburbs,Fully Furnished,24,Yes,12859815.36161994,12242.218930391133
2,976.7541913756083,1,1,Tier 2,City Center,Semi-Furnished,21,Yes,9435198.818531815,9659.747459331385
2,1042.9426366341054,2,1,Tier 1 (Metro),Suburbs,Unfurnished,23,Yes,12144060.447466334,11644.03488830309
3,1973.4354172686556,4,2,Tier 1 (Metro),Outskirts,Semi-Furnished,11,Yes,19852135.35510434,10059.683322487846
2,1197.0899371230437,1,3,Tier 2,Outskirts,Semi-Furnished,20,Yes,5540871.052034704,4628.617182557757
3,1760.7463777490689,3,0,Tier 1 (Metro),City Center,Semi-Furnished,17,No,33483770.898791254,19016.80521506838
2,908.8920947952258,2,2,Tier 2,Tech Park,Fully Furnished,12,Yes,8199630.238776645,9021.566240626209
3,1233.2277515315027,2,1,Tier 2,Suburbs,Fully Furnished,14,Yes,9454117.200601218,7666.156708572669
4,2382.120223295101,3,3,Tier 2,Suburbs,Fully Furnished,15,Yes,16172487.685825821,6789.114809434346
3,1762.8140377589382,2,1,Tier 1 (Metro),Outskirts,Fully Furnished,3,Yes,18697744.77489032,10606.759632264288
2,1294.5341351501963,2,1,Tier 1 (Metro),City Center,Unfurnished,11,No,25435514.03511335,19648.391915260105
1,439.60193740307705,1,1,Tier 2,Tech Park,Unfurnished,16,Yes,3118644.4805443236,7094.246442514642
2,954.0902689279305,2,2,Tier 1 (Metro),Outskirts,Fully Furnished,0,Yes,11512491.628702166,12066.45954123214
3,1008.1547512423697,4,0,Tier 2,Tech Park,Fully Furnished,21,Yes,9361868.454839515,9286.142274588989
1,460.7528893939127,1,0,Tier 1 (Metro),City Center,Unfurnished,17,Yes,8192048.855193942,17779.701535827575
2,1199.3141021158895,2,3,Tier 1 (Metro),City Center,Semi-Furnished,21,Yes,22973808.139479637,19155.789212307354
3,1360.0513862315406,4,1,Tier 1 (Metro),City Center,Semi-Furnished,15,No,26322975.846183885,19354.398012210513
2,1128.0959590401649,2,0,Tier 1 (Metro),Outskirts,Fully Furnished,0,Yes,13458972.878984388,11930.698599821146
3,1442.8490682006566,2,1,Tier 1 (Metro),City Center,Semi-Furnished,9,No,28200067.94065719,19544.710921028516
2,1064.8114056443121,1,3,Tier 2,Outskirts,Fully Furnished,18,No,5097160.703143092,4786.914073350694
1,385.2308610184333,2,1,Tier 2,Outskirts,Fully Furnished,15,No,2213885.308315402,5746.905381522555
3,1525.5628348901703,2,0,Tier 1 (Metro),Suburbs,Fully Furnished,13,Yes,20966196.14960079,13743.253093282261
2,401.7728058198553,1,1,Tier 3,Outskirts,Unfurnished,24,Yes,1000000.0,2488.968853826246
3,1443.9311525514045,3,0,Tier 2,Outskirts,Semi-Furnished,1,No,9141233.466039116,6330.795931569656
2,673.9053512569719,1,3,Tier 3,Suburbs,Unfurnished,23,No,1000000.0,1483.8879052300067
2,1241.1989033093632,1,1,Tier 2,Tech Park,Semi-Furnished,5,No,10102439.842280313,8139.259401007001
3,1733.2222058293532,3,0,Tier 2,Suburbs,Unfurnished,21,Yes,10514474.892596472,6066.432138495051
3,1640.0012945898243,3,3,Tier 1 (Metro),Suburbs,Unfurnished,22,Yes,21614328.81359371,13179.45838512256
3,1956.301868147814,3,1,Tier 1 (Metro),City Center,Fully Furnished,4,No,38954864.11152071,19912.50161632896
2,810.2166958350325,2,3,Tier 1 (Metro),City Center,Fully Furnished,11,Yes,16687451.692100482,20596.282177204354
3,2024.2089593746675,4,0,Tier 2,Suburbs,Unfurnished,3,Yes,14177080.742769746,7003.763458862185
2,1186.438312852077,2,1,Tier 1 (Metro),City Center,Semi-Furnished,21,Yes,21968696.173932407,18516.509401253148
1,476.3444712781054,2,1,Tier 2,Suburbs,Semi-Furnished,23,Yes,2247186.69962116,4717.566456878596
4,2454.248058873178,2,1,Tier 1 (Metro),City Center,Fully Furnished,3,Yes,50117539.741969906,20420.731132198773
2,778.7412975176732,1,3,Tier 3,Outskirts,Fully Furnished,4,Yes,4664208.092493315,5989.419217089181
5,2087.7429192361633,3,3,Tier 1 (Metro),City Center,Semi-Furnished,6,Yes,41943414.254964516,20090.315655488
2,878.28205535206,1,0,Tier 1 (Metro),City Center,Semi-Furnished,5,Yes,19244403.29325273,21911.41578719674
2,894.204458387197,1,2,Tier 1 (Metro),Outskirts,Semi-Furnished,12,Yes,9122453.407860534,10201.753438261707
3,1183.0327071719244,4,1,Tier 1 (Metro),Suburbs,Fully Furnished,3,Yes,17799298.361458,15045.482896248714
4,2489.23322683813,3,1,Tier 1 (Metro),City Center,Semi-Furnished,12,No,49179171.19055373,19756.755076350168
3,1422.3436798890507,4,0,Tier 2,City Center,Fully Furnished,3,Yes,15866557.810029546,11155.220805190495
3,1605.7514905070639,4,1,Tier 1 (Metro),Outskirts,Unfurnished,9,Yes,17585377.050997443,10951.493524969008
3,1328.8945900758958,2,3,Tier 1 (Metro),Outskirts,Unfurnished,19,No,12023065.386478191,9047.418415475324
3,953.8190098354448,2,3,Tier 3,Outskirts,Unfurnished,0,No,5476472.2239670195,5741.626207378519
3,1581.0172075174264,4,1,Tier 1 (Metro),Tech Park,Semi-Furnished,20,Yes,26792053.454299033,16946.0859293043
2,617.5490049160446,2,1,Tier 3,Outskirts,Fully Furnished,7,Yes,4498173.131099351,7283.912847873303
2,986.2731907829062,1,3,Tier 3,Suburbs,Semi-Furnished,6,Yes,6195975.617482398,6282.210320006789
2,726.336992233438,2,1,Tier 1 (Metro),City Center,Fully Furnished,4,Yes,15352514.959116334,21136.90356305325
5,3493.6379996154037,2,3,Tier 1 (Metro),City Center,Semi-Furnished,2,No,69243598.40316798,19819.912197769387
4,2364.545088869889,2,2,Tier 1 (Metro),Tech Park,Unfurnished,14,No,38719405.741923,16374.991504361018
1,510.57537912714804,1,2,Tier 2,City Center,Fully Furnished,16,No,4171586.234520219,8170.363094381355
3,1879.1120032964004,2,1,Tier 2,City Center,Semi-Furnished,22,Yes,16910303.299771383,8999.092800273093
4,1661.4736090137058,2,1,Tier 2,Suburbs,Fully Furnished,12,Yes,12720659.972171163,7656.251596871575
2,1108.6958757340185,1,1,Tier 2,City Center,Fully Furnished,14,No,10794770.820073595,9736.457992077272
3,1559.9431301156142,3,3,Tier 1 (Metro),Suburbs,Semi-Furnished,18,Yes,20415721.084363755,13087.47779981611
4,2105.608032533468,2,2,Tier 3,Tech Park,Semi-Furnished,19,Yes,12222279.408685217,5804.631830730323
1,627.2353500106768,1,2,Tier 2,Suburbs,Fully Furnished,13,No,4459056.894710798,7109.065033778622
3,1719.7476308339405,3,0,Tier 2,Outskirts,Fully Furnished,20,Yes,9472988.400723409,5508.359616771075
2,1057.7447325650046,1,0,Tier 3,Outskirts,Unfurnished,12,Yes,4020317.6155025796,3800.839173884052
4,1338.0450255086816,4,1,Tier 2,Tech Park,Fully Furnished,11,No,14046768.605351437,10497.97901981012
5,2019.9768523602684,2,3,Tier 1 (Metro),City Center,Unfurnished,23,Yes,38763884.7955343,19190.26188356571
4,1950.9164265617103,2,1,Tier 1 (Metro),Suburbs,Unfurnished,22,Yes,24625910.85095592,12622.740018831333
2,1018.6744748553302,2,2,Tier 1 (Metro),Outskirts,Unfurnished,8,Yes,10756841.266361317,10559.645433237127
4,1547.9185101304306,2,1,Tier 1 (Metro),Suburbs,Fully Furnished,2,Yes,22276853.96849807,14391.49013511117
3,2223.5030026735267,4,1,Tier 3,Outskirts,Unfurnished,10,Yes,7931156.941964774,3566.9647994306274
2,1303.2788110507145,1,2,Tier 1 (Metro),Suburbs,Fully Furnished,9,Yes,18390675.611330327,14111.083104699299
3,1680.6354961177449,3,2,Tier 2,City Center,Fully Furnished,0,Yes,18463655.27765085,10986.115264316239
1,507.2036861283745,1,2,Tier 2,Tech Park,Semi-Furnished,16,No,2852092.5226223017,5623.1699426183395
3,1436.3373090296545,2,2,Tier 1 (Metro),City Center,Fully Furnished,12,Yes,28186423.01162344,19623.81874677148
2,809.6163079955529,1,0,Tier 3,Suburbs,Fully Furnished,13,No,4162823.571679116,5141.723963028153
2,1015.4961037037725,1,3,Tier 3,Outskirts,Unfurnished,0,Yes,5117436.579595323,5039.346346018197
1,525.7752540142751,2,3,Tier 2,Outskirts,Fully Furnished,1,Yes,5030261.531829831,9567.322717119085
3,1127.4718273555127,3,2,Tier 1 (Metro),Tech Park,Fully Furnished,1,Yes,21676857.4459735,19226.074585665356
2,1066.8352834489795,1,3,Tier 1 (Metro),City Center,Semi-Furnished,6,Yes,22307616.27421643,20910.084827807696
3,1453.4222853525753,2,3,Tier 1 (Metro),City Center,Semi-Furnished,8,No,28699257.667390555,19745.987079335726
1,350.0,2,3,Tier 1 (Metro),City Center,Unfurnished,23,Yes,5393216.188301295,15409.189109432271
2,827.9229978440997,1,3,Tier 2,Outskirts,Unfurnished,3,Yes,3641935.5354289482,4398.8819551002925
3,1375.9183399735068,4,2,Tier 3,Tech Park,Semi-Furnished,1,Yes,9831093.893281627,7145.1143630158485
3,2066.306297202057,3,1,Tier 2,Outskirts,Semi-Furnished,18,Yes,10724385.854863504,5190.123975997738
2,1111.3106249067516,2,1,Tier 3,City Center,Fully Furnished,4,Yes,9749844.417870361,8773.284623899332
3,1099.3555292700325,4,1,Tier 2,Suburbs,Unfurnished,8,Yes,7981015.858786552,7259.722306655349
4,2194.4145157670546,2,0,Tier 1 (Metro),Outskirts,Unfurnished,23,Yes,21203762.24996266,9662.605719025201
3,1035.8088033184904,3,3,Tier 3,Tech Park,Fully Furnished,12,Yes,8109645.293417795,7829.28786416603
2,1216.5382107774146,1,2,Tier 1 (Metro),City Center,Fully Furnished,11,Yes,24215695.528674476,19905.413010578366
